Annual Fees,Originator,Years in Business,1/Years,Credit score,Property Ownership,SIC Code,Industry Category,Industry Subcategory,Num Credit Inquiries,Active Credit Lines,Active Credit Available,Active Credit Balance,Utilitization Percent,Past Due Total Balance,Avg Monthly Payment,Active #30Days,Active #60Days,Active #90Days,Num Charged Off,Credit Bal of Charge Offs,Past Due of Charge Offs,Percent Active Current,Active Percent Revolving,Ever Bankrupt?,Num of Bankruptcies,Time Since Bankruptcy,Num of Child Supports,Num of Closed Judgments,Num of Closed Tax Liens,Amt Past Judgments,Population of Zip Code,White Population,Black Population,Hispanic Population,Asian Population,Hawaiian Population,Indian Population,Other Population,Male Population,Female Population,Households in Zip Code,Persons Per Household,Average House Value,Income Per Household,Median Age,Median Age Male,Median Age Female,State,TimeZone,Metropolitan Statistical Area,Region,Division,Employment,First Quarter Payroll (000),Annual Payroll (000),Avg Annual Salary 
"$3,190 ",B,1,0.5,538,Lease,58120500,Services - Eating and Drinking,Family restaurants,5,5,"$1,500 ","$21,415 ",93.45,"$4,911 ",$473 ,0,0,0,0,,,0.6,0.07589677,no,0,,0,0,0,0,43084,26987,10844,2976,2504,17,228,1446,21210,21874,18382,2.45,"$109,600 ","$43,710 ",32.5,31.5,33.6,NC,5,"Greensboro--Winston-Salem--High Point, NC MSA",South,South Atlantic,36225,"$259,874 ","$1,024,686 ","$28,287 "
"$2,660 ",C,4,0.2,656,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,2,4,"$1,800 ","$21,750 ",92.36,$0 ,$693 ,0,0,0,0,,,1,0.07797063,no,0,,0,0,0,0,18713,15666,1149,1563,861,14,54,481,8773,9940,7473,2.51,"$229,800 ","$81,906 ",41.1,39.4,42.6,MD,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,9265,"$75,057 ","$320,547 ","$34,598 "
"$2,970 ",A,10,0.090909091,538,Mortgage,57130000,"Retail - Furniture, Furnishings & Appliances",Floor covering,4,14,"$16,590 ","$40,442 ",70.91,$951 ,"$1,567 ",51,5,1,0,,,0.92857143,0.39578484,no,0,,0,0,0,0,749,743,1,0,0,0,2,0,391,358,372,2.53,"$64,300 ","$36,172 ",37,35.7,38.7,NY,5,,Northeast,Middle Atlantic,67,$292 ,"$1,384 ","$20,657 "
"$2,640 ",C,6,0.142857143,515,Lease,54110000,Retail - Food Stores,Groceries,6,12,$400 ,"$156,049 ",99.74,"$5,289 ","$1,704 ",5,2,1,0,,,0.75,0.0082997,no,0,,0,0,0,0,2289,1416,836,31,0,0,7,15,1128,1161,1033,2.63,"$60,900 ","$31,987 ",34.7,33.4,36.1,LA,6,,South,West South Central,691,"$4,848 ","$22,939 ","$33,197 "
"$2,950 ",C,39,0.025,661,Own,17110000,Services - Home Improvement,"Plumbing, heating, air-conditioning",7,17,"$37,001 ","$357,987 ",90.63,$0 ,"$4,439 ",0,0,0,0,,,1,0.06590083,no,0,,0,0,0,0,13620,8632,3758,1653,72,11,64,810,6586,7034,7716,2.48,"$52,400 ","$25,269 ",36.4,35,38.1,FL,5,"Lakeland-Winter Haven, FL MSA",South,South Atlantic,4461,"$33,631 ","$139,488 ","$31,268 "
"$3,760 ",C,6,0.142857143,676,Lease,72160000,Services - Personal,Dry cleaning,9,20,"$117,411 ","$670,906 ",85.11,$0 ,"$8,213 ",0,0,0,0,,,1,0.38161556,no,0,,0,0,0,0,18303,14122,777,3610,805,63,162,1577,9069,9234,6123,3,"$183,700 ","$52,208 ",33,32.1,33.9,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,2704,"$19,706 ","$80,375 ","$29,724 "
"$2,740 ",B,3,0.25,629,Lease,54999904,Retail - Food Stores,Gourmet food stores,2,3,$750 ,"$314,149 ",99.76,$0 ,"$2,899 ",0,0,0,0,,,1,0,yes,1,75.2631579,0,0,0,0,4822,4655,4,91,20,0,26,34,2381,2441,3315,2.52,"$197,900 ","$48,041 ",44.9,44.9,44.8,OR,8,,West,Pacific,2085,"$10,304 ","$48,365 ","$23,197 "
"$2,390 ",B,24,0.04,718,Mortgage,58120700,Services - Eating and Drinking,Seafood restaurants,6,3,"$10,000 ","$23,697 ",70.32,$0 ,$485 ,0,0,0,0,,,1,0.40800359,no,0,,0,0,0,0,15345,14764,266,275,130,0,12,87,7335,8010,5977,2.38,"$94,400 ","$37,911 ",37.8,37.2,38.5,PA,5,,Northeast,Middle Atlantic,6709,"$32,836 ","$142,166 ","$21,190 "
"$3,120 ",C,2,0.333333333,540,Lease,75140000,Services - Transportation & Storage,Passenger car rental,4,10,"$18,650 ","$66,159 ",78.01,"$1,288 ",$235 ,0,0,0,0,,,0.5,0.20778441,no,0,,0,0,0,0,31036,17991,3085,9850,3899,41,205,4808,17203,13833,12007,2.68,"$186,000 ","$50,349 ",31.4,30.5,33.1,GA,5,"Atlanta, GA MSA",South,South Atlantic,20664,"$176,871 ","$745,243 ","$36,065 "
"$3,360 ",C,9,0.1,656,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,5,9,"$26,800 ","$159,472 ",85.61,$0 ,"$1,674 ",0,0,0,0,,,1,0,yes,1,113.322368,0,0,3,0,44391,42131,153,1025,258,15,880,304,20636,23755,19471,2.27,"$104,400 ","$39,548 ",39.7,37.6,41.7,MT,7,"Billings, MT MSA",West,Mountain,21495,"$107,524 ","$468,428 ","$21,792 "
"$2,170 ",C,18,0.052631579,575,Lease,79910000,Services - Amusement & Recreation,Gyms,3,10,"$4,300 ","$418,736 ",98.98,$0 ,"$5,072 ",3,0,0,0,,,1,0.08544294,no,0,,0,0,1,0,19247,18200,73,2984,37,6,81,580,9310,9937,7551,2.69,"$144,300 ","$56,446 ",39.9,38.9,40.6,TX,6,,South,West South Central,7086,"$47,790 ","$200,571 ","$28,305 "
"$3,200 ",C,21,0.045454546,548,Lease,76992700,Services - Amusement & Recreation,Hobby & collectors services,2,4,"$13,500 ","$10,789 ",44.42,$206 ,$263 ,3,1,0,0,,,0.75,0.55402787,no,0,,0,0,0,0,48266,40219,493,5625,3638,56,160,2343,20991,27275,23969,2.11,"$256,500 ","$46,716 ",51.6,46,57.2,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,23271,"$197,503 ","$844,313 ","$36,282 "
"$2,220 ",B,14,0.066666667,586,Lease,58120500,Services - Eating and Drinking,Family restaurants,0,8,"$10,600 ","$18,490 ",63.56,$0 ,"$1,012 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,22164,15071,4896,3780,533,7,68,896,11043,11121,10950,2.24,"$81,700 ","$39,145 ",33.4,32.6,34.3,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,25100,"$171,303 ","$730,260 ","$29,094 "
"$3,790 ",C,16,0.058823529,465,Lease,56210102,Retail - Clothes & Accessories,Bridal shops,2,16,"$8,250 ","$93,845 ",91.92,$162 ,"$1,552 ",15,1,1,0,,,0.6875,0.10439375,yes,1,86.8223593,0,0,0,0,22967,21897,455,425,227,3,29,124,10816,12151,9749,2.42,"$94,000 ","$53,929 ",42.6,41.1,44,NY,5,"Rochester, NY MSA",Northeast,Middle Atlantic,3122,"$19,679 ","$75,542 ","$24,197 "
"$2,410 ",A,6,0.142857143,680,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,14,3,"$2,500 ","$29,358 ",92.15,$0 ,$582 ,0,0,0,0,,,1,0.0617694,no,0,,0,0,0,0,25178,22415,1466,527,667,7,81,165,12205,12973,10192,2.55,"$118,900 ","$58,983 ",31.8,31.5,32.1,NE,6,"Omaha, NE-IA MSA",Midwest,West North Central,8462,"$70,569 ","$269,039 ","$31,794 "
"$2,860 ",C,18,0.052631579,470,Lease,59470000,Retail - Others,Gifts & novelties,2,4,"$1,500 ","$21,119 ",93.37,$416 ,$737 ,5,1,0,0,,,0.5,0.08968228,no,0,,0,0,0,0,34721,28654,873,8139,515,21,620,3078,17299,17422,16648,2.25,"$133,600 ","$40,915 ",36.4,34.5,38.7,AZ,7,"Phoenix-Mesa, AZ MSA",West,Mountain,18481,"$153,930 ","$652,968 ","$35,332 "
"$3,420 ",B,8,0.111111111,547,Mortgage,76991400,Services - Miscellaneous Repair,Agricultural equipment repair,3,26,"$48,540 ","$402,122 ",89.23,$0 ,"$4,479 ",4,0,0,0,,,0.96153846,0,no,0,,0,0,0,0,28368,22982,662,2381,1476,37,1076,954,13862,14506,11944,2.59,"$97,000 ","$31,814 ",41,39.4,42.5,CA,8,"Chico-Paradise, CA MSA",West,Pacific,4486,"$26,353 ","$111,485 ","$24,852 "
"$4,580 ",C,2,0.333333333,460,Lease,59930000,Retail - Others,Tobacco stores,1,16,"$17,436 ","$57,638 ",76.77,$76 ,"$1,735 ",15,1,2,0,,,0.9375,0,no,0,,0,0,0,0,43958,35849,1658,1951,4945,10,110,592,21549,22409,17606,2.62,"$280,300 ","$101,884 ",35.3,35.2,35.3,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,26944,"$264,772 ","$1,084,435 ","$40,248 "
"$2,570 ",C,6,0.142857143,636,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,0,5,$600 ,"$4,747 ",88.78,$0 ,$131 ,0,0,0,0,,,1,0,yes,2,11.2171053,0,0,0,0,19969,18407,990,301,164,12,69,116,10702,9267,6978,2.46,"$91,500 ","$35,365 ",33.2,32,35.2,IN,5,,Midwest,East North Central,9807,"$59,126 ","$248,071 ","$25,295 "
"$3,620 ",C,6,0.142857143,647,Lease,73780000,Services - For Businesses,Computer maintenance & repair,7,11,"$130,740 ","$551,462 ",80.84,$0 ,"$4,861 ",0,0,0,0,,,1,0.07465418,yes,1,56.8929935,0,0,0,0,43466,16778,7354,16447,6422,214,352,9788,21156,22310,16116,2.77,"$174,700 ","$29,872 ",27.5,27.4,27.7,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,12656,"$99,705 ","$416,642 ","$32,921 "
"$2,630 ",B,12,0.076923077,577,Lease,54990200,Retail - Food Stores,"Beverage stores, non-alcoholic",1,5,"$5,800 ","$62,734 ",91.54,$88 ,$998 ,0,0,42,0,,,0.8,0,no,0,,0,0,0,0,30302,13989,14820,1300,216,18,57,407,14052,16250,11921,2.61,"$86,200 ","$48,591 ",34.5,31.7,36.8,IL,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,5422,"$43,443 ","$174,728 ","$32,226 "
"$3,310 ",B,2,0.333333333,604,Lease,59410000,Retail - Others,Sporting goods,3,20,"$150,350 ","$812,480 ",84.38,$0 ,"$7,093 ",9,0,0,0,,,1,0.00067832,no,0,,0,0,0,0,17546,14671,2227,910,75,4,33,415,8580,8966,8210,2.44,"$198,200 ","$54,017 ",40.5,39.9,41.1,SC,5,,South,South Atlantic,9410,"$59,898 ","$258,520 ","$27,473 "
"$2,720 ",B,8,0.111111111,558,Lease,58120500,Services - Eating and Drinking,Family restaurants,7,16,"$68,710 ","$284,426 ",80.54,$233 ,"$5,426 ",4,1,0,0,,,0.875,0.07056367,no,0,,0,0,0,0,7747,7618,16,102,39,0,8,23,3788,3959,2927,2.69,"$158,100 ","$61,707 ",37.4,36.9,37.7,NH,5,"Boston-Worcester-Lawrence, MA-NH-ME-CT CMSA",Northeast,New England,4336,"$25,033 ","$112,493 ","$25,944 "
"$3,410 ",C,5,0.166666667,651,Lease,59210000,Retail - Others,Alcoholic beverages,1,11,"$38,484 ","$540,773 ",93.36,$0 ,"$4,604 ",5,0,0,0,,,1,0.10082701,no,0,,0,0,0,0,16010,13331,969,498,221,12,161,558,7548,8462,8567,2.24,"$134,800 ","$32,199 ",38.8,37.4,40.4,MA,5,,Northeast,New England,19445,"$149,238 ","$655,008 ","$33,685 "
"$1,130 ",C,20,0.047619048,633,Own,54210000,Retail - Food Stores,Meat & fish markets,5,6,"$28,500 ","$54,419 ",65.63,$0 ,"$1,370 ",1,0,0,0,,,1,0.06427871,no,0,,0,0,0,0,23055,21262,936,448,192,7,97,203,11118,11937,9747,2.4,"$81,600 ","$35,112 ",38.3,36.6,39.8,NY,5,"Rochester, NY MSA",Northeast,Middle Atlantic,11528,"$70,213 ","$292,142 ","$25,342 "
"$2,800 ",C,11,0.083333333,760,Lease,80110100,Services - Health,General practice physicians,26,9,"$11,273 ","$2,132,513 ",99.47,$0 ,"$20,663 ",0,0,0,0,,,1,0.01558024,no,0,,0,0,0,0,45348,24128,1830,25773,2247,74,309,13242,22728,22620,15124,3.06,"$170,100 ","$31,806 ",30.7,30.1,31.5,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,10292,"$66,948 ","$284,068 ","$27,601 "
"$2,660 ",C,2,0.333333333,592,Lease,41210000,Services - Transportation & Storage,Taxicab & limo service,5,6,"$12,700 ","$130,252 ",91.12,"$1,376 ","$2,763 ",1,0,0,0,,,0.83333333,0,no,0,,0,1,0,6118,22801,11446,8774,9433,294,3,68,1444,10802,11999,10146,2.43,"$70,800 ","$27,056 ",37.1,35.4,38.9,FL,5,"Tampa-St. Petersburg-Clearwater, FL MSA",South,South Atlantic,63054,"$717,865 ","$2,826,943 ","$44,834 "
"$2,940 ",C,5,0.166666667,474,Lease,54110000,Retail - Food Stores,Groceries,6,12,"$35,075 ","$80,065 ",69.54,"$2,820 ","$2,506 ",9,2,1,0,,,0.83333333,0,no,0,,0,0,0,0,20224,15692,2780,1238,673,7,50,335,9498,10726,8956,2.35,"$107,500 ","$39,740 ",38.1,35.9,40.1,FL,5,"Jacksonville, FL MSA",South,South Atlantic,6995,"$43,176 ","$183,959 ","$26,299 "
"$3,720 ",C,4,0.2,583,Lease,80110400,Services - Health,Psychiatrists & psychoanalysts,2,6,"$9,500 ","$223,987 ",95.93,$182 ,"$2,296 ",13,0,0,0,,,0.83333333,0,no,0,,0,0,0,0,44147,36825,4164,1350,1834,21,124,558,22011,22136,16809,2.8,"$188,000 ","$71,885 ",33.2,32.9,33.4,NC,5,"Raleigh-Durham-Chapel Hill, NC MSA",South,South Atlantic,9177,"$68,955 ","$290,401 ","$31,644 "
"$2,260 ",A,8,0.111111111,522,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,1,2,"$1,100 ","$1,259 ",53.37,$136 ,$62 ,1,0,0,0,,,0.5,,no,0,,0,0,0,0,37682,33581,1319,4573,1085,26,66,821,18255,19427,15414,2.66,"$149,400 ","$52,266 ",38.3,37.1,39.2,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,6706,"$40,597 ","$163,562 ","$24,390 "
"$2,110 ",B,4,0.2,459,Own,41210000,Services - Transportation & Storage,Taxicab & limo service,4,7,"$2,500 ","$24,871 ",90.87,"$7,335 ",$567 ,0,0,0,0,,,0.42857143,0.10423166,no,0,,0,0,0,0,25170,20063,2239,8164,207,27,88,1587,13149,12021,8818,3.09,"$104,000 ","$43,805 ",30.8,30.1,31.8,FL,5,"Naples, FL MSA",South,South Atlantic,2677,"$14,140 ","$59,564 ","$22,250 "
"$3,570 ",C,18,0.052631579,569,Mortgage,41210000,Services - Transportation & Storage,Taxicab & limo service,12,7,$900 ,"$263,186 ",99.66,"$1,051 ","$2,828 ",0,0,0,0,,,0.85714286,0.02773381,no,0,,0,0,0,0,58283,39245,14575,2531,1825,42,227,1028,27911,30372,24665,2.56,"$73,700 ","$39,095 ",33.8,32.5,34.9,FL,5,"Jacksonville, FL MSA",South,South Atlantic,13154,"$84,539 ","$354,468 ","$26,948 "
"$3,590 ",C,3,0.25,555,Lease,55610000,Retail - Automotive Dealers & Gas Stations,Recreational vehicle dealers,2,5,"$6,100 ","$597,962 ",98.99,$34 ,"$4,227 ",7,3,5,0,,,0.8,0,no,0,,0,0,0,0,26973,17532,7337,2408,308,12,67,715,13134,13839,13777,2.26,"$112,600 ","$35,184 ",38.3,36.7,39.8,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,11677,"$90,228 ","$366,428 ","$31,380 "
"$3,050 ",C,3,0.25,491,Lease,58120500,Services - Eating and Drinking,Family restaurants,1,3,"$3,623 ","$1,045 ",22.39,$68 ,$47 ,6,2,0,0,,,0.66666667,,no,0,,0,0,0,0,43477,29485,1736,24677,1513,17,282,8625,22591,20886,15016,3.07,"$110,600 ","$36,760 ",29.8,28.9,30.8,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,26830,"$219,765 ","$909,341 ","$33,893 "
"$3,140 ",C,21,0.045454546,597,Mortgage,58120700,Services - Eating and Drinking,Seafood restaurants,2,10,"$1,200 ","$793,890 ",99.85,"$1,994 ","$3,981 ",1,0,0,0,,,0.5,0.00070615,yes,1,46.2049114,0,0,0,0,25891,19206,3586,5755,213,15,139,2105,13435,12456,10719,2.7,"$75,400 ","$35,039 ",36.8,35.3,38.7,FL,5,"Fort Myers-Cape Coral, FL MSA",South,South Atlantic,6244,"$40,099 ","$163,213 ","$26,139 "
"$3,080 ",C,5,0.166666667,541,Mortgage,70330000,Services - Hotels Rooming and Other Lodging,Trailer parks & campsites,26,15,"$21,629 ","$60,095 ",73.53,$0 ,"$1,650 ",1,0,0,0,,,1,0,no,0,,0,0,0,0,3870,1657,2053,154,15,0,8,95,2390,1480,1239,2.52,"$59,600 ","$23,750 ",36.3,35.9,37.3,GA,5,,South,South Atlantic,529,"$2,974 ","$11,614 ","$21,955 "
"$4,010 ",B,13,0.071428571,666,Lease,72910000,Services - Personal,Tax return service,4,14,"$28,550 ","$112,508 ",79.76,$0 ,"$2,160 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,8078,7624,12,795,45,11,19,336,4009,4069,3126,2.63,"$99,900 ","$48,789 ",36.5,35,38,MN,6,,Midwest,West North Central,2795,"$16,649 ","$78,717 ","$28,164 "
"$2,700 ",C,6,0.142857143,615,Lease,72990500,Services - Personal,Facility rental & party planning services,17,9,"$20,490 ","$684,140 ",97.09,$0 ,"$5,835 ",0,0,0,0,,,1,0.02614608,no,0,,0,0,0,0,34707,24192,4641,4858,1738,269,236,2014,17458,17249,12185,3.07,"$134,300 ","$59,325 ",30.8,30.8,30.9,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,6717,"$54,067 ","$241,017 ","$35,882 "
"$1,240 ",A,6,0.142857143,636,Lease,59320000,Retail - Others,"Used furnishing, antiques, books, clothing",10,3,"$2,500 ","$11,539 ",82.19,$0 ,$719 ,0,0,0,0,,,1,0.23790713,no,0,,0,0,0,0,46177,39464,3215,8225,992,30,89,1295,21767,24410,22245,2.24,"$136,800 ","$41,263 ",42.6,40.5,44.6,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,25166,"$212,482 ","$877,784 ","$34,880 "
"$2,590 ",A,7,0.125,615,Lease,54999904,Retail - Food Stores,Gourmet food stores,6,6,$300 ,"$269,393 ",99.89,$45 ,"$2,367 ",0,0,0,0,,,0.66666667,0,no,0,,0,0,0,0,56625,45563,1040,6649,6369,25,107,2345,28154,28471,22011,2.61,"$217,300 ","$57,659 ",36.9,35.3,38.7,IL,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,18218,"$159,351 ","$651,513 ","$35,762 "
"$2,770 ",B,8,0.111111111,637,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,1,12,"$115,475 ","$271,960 ",70.2,$0 ,"$3,728 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,49680,47641,376,596,849,15,74,158,23296,26384,22749,2.23,"$97,500 ","$42,254 ",40.8,38.9,42.8,MO,6,"St. Louis, MO-IL MSA",Midwest,West North Central,12549,"$91,537 ","$382,851 ","$30,508 "
"$3,050 ",B,31,0.03125,525,Lease,59991300,Retail - Others,"Toiletries, cosmetics & perfumes",4,11,"$9,816 ","$4,575 ",31.79,$0 ,$191 ,11,2,1,0,,,1,,no,0,,0,0,0,0,9821,9492,49,126,156,6,15,31,4714,5107,3739,2.68,"$276,500 ","$93,481 ",39.5,38.7,40.2,MN,6,"Minneapolis-St. Paul, MN-WI MSA",Midwest,West North Central,2174,"$16,100 ","$70,691 ","$32,517 "
"$3,230 ",C,5,0.166666667,642,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,8,17,"$58,185 ","$108,168 ",65.02,$0 ,"$2,166 ",0,0,0,0,,,1,0.05128925,no,0,,0,0,0,0,6964,5888,607,481,74,4,53,167,3404,3560,3120,2.35,"$87,200 ","$39,413 ",36,34.6,37.2,KS,6,"Topeka, KS MSA",Midwest,West North Central,4456,"$30,359 ","$122,296 ","$27,445 "
"$2,490 ",A,7,0.125,494,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,1,4,"$26,300 ","$181,373 ",87.34,$695 ,"$1,162 ",3,0,0,0,,,0.25,0,no,0,,0,0,0,0,52892,36509,10070,7496,724,22,179,2303,26453,26439,24101,2.49,"$89,400 ","$36,341 ",37.4,36.7,38.2,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,18675,"$146,854 ","$599,172 ","$32,084 "
"$3,040 ",A,4,0.2,635,Lease,72310000,Services - Personal,Beauty shops,2,2,"$4,000 ","$234,607 ",98.32,"$5,244 ","$2,795 ",24,1,1,0,,,0.5,0.01966328,no,0,,0,0,0,0,19855,18050,205,17494,88,4,26,975,9427,10428,6190,3.28,"$133,700 ","$42,166 ",37.9,35.8,39.9,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,2255,"$10,779 ","$45,468 ","$20,163 "
"$3,040 ",C,9,0.1,691,Lease,72990105,Services - Personal,Tanning salon,0,14,"$86,000 ","$26,228 ",23.37,$0 ,"$1,042 ",2,0,0,0,,,1,0.9992651,no,0,,0,0,0,0,4854,4553,115,177,94,3,13,26,2409,2445,1657,3.05,"$231,400 ","$86,131 ",34.1,34.1,34,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,566,"$4,267 ","$17,208 ","$30,403 "
"$3,370 ",C,12,0.076923077,553,Lease,72990106,Services - Personal,Tattoo parlor,9,22,"$30,066 ","$37,596 ",55.56,$0 ,"$1,233 ",20,7,2,0,,,1,0,no,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,0,0,0,MO,6,,Midwest,West North Central,611,"$3,678 ","$21,107 ","$34,545 "
"$3,270 ",C,31,0.03125,575,Lease,57360000,"Retail - Furniture, Furnishings & Appliances",Musical instruments,4,9,"$17,237 ","$166,761 ",90.63,$0 ,"$1,726 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,7229,5213,120,3228,199,4,297,1116,3506,3723,2917,2.58,"$142,100 ","$39,602 ",32.9,31.6,34.2,NM,7,"Albuquerque, NM MSA",West,Mountain,15882,"$114,797 ","$487,599 ","$30,701 "
"$3,200 ",C,1,0.5,578,Lease,58129902,Services - Eating and Drinking,Cafe,5,10,"$38,400 ","$56,209 ",59.41,$0 ,"$1,726 ",5,0,0,0,,,1,0.60890482,no,0,,0,0,0,0,38647,24961,412,5608,10000,5,63,1765,18561,20086,14551,2.73,"$278,400 ","$51,242 ",37.7,36.7,38.8,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,4848,"$32,970 ","$139,899 ","$28,857 "
"$2,520 ",A,9,0.1,525,Lease,58130100,Services - Eating and Drinking,Bars & lounges,2,1,"$1,100 ","$9,539 ",89.66,"$9,312 ","$9,312 ",10,2,8,0,,,0,0,no,0,,0,0,0,0,45291,34334,4576,4956,3091,32,264,1910,22474,22817,26681,1.83,"$175,100 ","$45,919 ",29.7,29.9,29.5,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,8236,"$57,095 ","$231,913 ","$28,158 "
"$3,390 ",C,10,0.090909091,668,Lease,80490100,Services - Health,Nutrition specialists,1,6,"$25,300 ","$199,217 ",88.73,$0 ,"$2,672 ",8,1,0,0,,,1,0.13669838,no,0,,0,0,3,0,18659,13515,4000,709,645,5,43,202,9185,9474,6970,2.79,"$132,300 ","$55,904 ",35.1,34.2,35.9,GA,5,"Atlanta, GA MSA",South,South Atlantic,13581,"$108,719 ","$425,713 ","$31,346 "
"$3,090 ",C,6,0.142857143,543,Lease,72310000,Services - Personal,Beauty shops,11,2,$300 ,"$293,640 ",99.9,$0 ,"$2,599 ",0,0,0,0,,,1,0,yes,2,17.4342105,0,0,1,0,16549,9478,6105,400,526,6,40,168,8069,8480,6437,1.92,"$77,700 ","$22,473 ",23.4,24.2,22.6,SC,5,"Columbia, SC MSA",South,South Atlantic,33536,"$331,346 ","$1,306,592 ","$38,961 "
"$2,660 ",B,16,0.058823529,613,Mortgage,58120100,Services - Eating and Drinking,Ethnic food restaurants,5,11,"$5,950 ","$23,939 ",80.09,$0 ,$561 ,0,0,0,0,,,1,0,no,0,,0,0,0,0,13629,11163,2074,360,31,2,37,167,6650,6979,5685,2.59,"$83,300 ","$36,134 ",36.1,34.9,37.4,SC,5,"Greenville-Spartanburg-Anderson, SC MSA",South,South Atlantic,1727,"$10,053 ","$43,431 ","$25,148 "
"$3,830 ",C,18,0.052631579,519,Lease,59210000,Retail - Others,Alcoholic beverages,1,9,"$30,885 ","$125,000 ",80.19,"$18,874 ","$1,599 ",28,4,3,0,,,0.77777778,0.19834322,no,0,,0,0,0,0,6552,5089,1102,346,36,4,27,219,3148,3404,3391,2.47,"$126,800 ","$39,833 ",40.2,39.3,41.2,DE,5,,South,South Atlantic,1085,"$5,979 ","$28,746 ","$26,494 "
"$2,990 ",C,3,0.25,581,Lease,58120500,Services - Eating and Drinking,Family restaurants,0,22,"$102,650 ","$323,877 ",75.93,$0 ,"$5,083 ",2,1,3,0,,,0.95454545,0.19773713,no,0,,0,0,0,0,32678,31005,411,2159,260,9,75,459,15577,17101,17477,2.18,"$121,000 ","$40,352 ",51.9,50.9,52.6,FL,5,"Fort Myers-Cape Coral, FL MSA",South,South Atlantic,7434,"$47,372 ","$202,934 ","$27,298 "
"$2,190 ",A,3,0.25,532,Own,56990300,Retail - Clothes & Accessories,Sports apparel,6,21,"$313,400 ","$766,237 ",70.97,"$4,800 ","$8,218 ",3,0,0,0,,,0.95238095,0,no,0,,0,0,0,0,39662,37692,568,805,615,2,104,182,19029,20633,17845,2.29,"$165,100 ","$53,352 ",37.7,35.7,39.4,MI,5,"Detroit-Ann Arbor-Flint, MI CMSA",Midwest,East North Central,13406,"$100,386 ","$467,197 ","$34,850 "
"$1,720 ",A,3,0.25,537,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,3,7,"$2,300 ","$295,923 ",99.23,$559 ,"$2,765 ",1,0,0,0,,,0.71428571,0.00873659,no,0,,0,0,0,0,15173,14288,361,842,85,5,50,222,7086,8087,7603,2.23,"$74,900 ","$30,338 ",44.7,42.2,47.4,FL,5,"Daytona Beach, FL MSA",South,South Atlantic,7599,"$40,683 ","$176,838 ","$23,271 "
"$3,720 ",B,6,0.142857143,663,Lease,58120500,Services - Eating and Drinking,Family restaurants,4,13,"$58,314 ","$290,923 ",83.3,$146 ,"$2,771 ",8,9,0,0,,,0.69230769,0.11618185,no,0,,0,0,0,0,17072,15534,1150,242,133,3,24,122,8075,8997,8151,2.19,"$147,700 ","$53,848 ",42.3,40.4,44.1,NC,5,"Greensboro--Winston-Salem--High Point, NC MSA",South,South Atlantic,18841,"$181,680 ","$724,652 ","$38,461 "
"$2,960 ",C,27,0.035714286,779,Lease,58130100,Services - Eating and Drinking,Bars & lounges,2,10,"$34,050 ","$406,492 ",92.27,$0 ,"$3,380 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,33228,32097,298,850,312,11,68,191,15418,17810,16431,2.23,"$126,400 ","$45,036 ",49.2,47.1,51.1,FL,5,"Sarasota-Bradenton, FL MSA",South,South Atlantic,18742,"$110,355 ","$505,686 ","$26,981 "
